date,home,away,home_score,away_score,ht_home,ht_away,shots_home,shots_away,sot_home,sot_away,fouls_home,fouls_away,corners_home,corners_away,yellow_home,yellow_away,red_home,red_away,possession_home,possession_away,pass_acc_home,pass_acc_away,tackles_home,tackles_away,saves_home,saves_away
2026-04-26,Athletico-PR,Vitória,3,1,1,1,19,5,11,2,16,14,4,4,6,4,0,0,56,44,85,74,10,17,3,7
2026-04-26,Fluminense,Chapecoense,2,1,0,0,23,3,10,1,2,10,6,0,1,4,0,1,67,33,91,82,13,12,1,11
2026-04-26,Atlético-MG,Flamengo,0,4,0,3,12,6,3,6,10,13,8,1,1,2,0,0,50,50,89,91,7,11,3,11
2026-04-26,Sao Paulo,Mirassol,1,0,0,0,17,10,1,1,11,14,12,4,1,2,0,0,53,47,,,,,,
2026-04-26,Gremio,Coritiba,1,0,1,0,22,15,6,4,20,11,6,2,4,2,1,2,56,44,,,,,,
2026-04-26,Athletico-PR,Vitoria,3,1,1,1,23,7,11,2,16,15,4,4,6,4,0,0,60,40,,,,,,
2026-04-26,Atletico-MG,Flamengo RJ,0,4,0,3,18,9,6,6,10,13,8,1,1,2,0,0,51,49,,,,,,
2026-04-26,Fluminense,Chapecoense-SC,2,1,0,0,30,8,12,3,6,16,7,1,1,4,0,1,71,29,,,,,,
2026-05-02,Botafogo,Remo,1,2,1,0,13,12,5,9,14,9,0,0,2,2,0,0,0,0,84,76,12,8,11,7
2026-05-02,Palmeiras,Santos,1,1,0,1,14,8,2,4,8,4,9,4,0,1,0,0,55,45,83,80,19,9,8,7
2026-05-02,Vitória,Coritiba,4,1,2,1,10,2,8,1,12,9,0,0,3,1,0,1,0,0,89,83,15,3,3,4
2026-05-02,Athletico-PR,Grêmio,0,0,0,0,8,5,5,0,11,13,7,3,3,1,1,1,47,53,81,86,11,14,3,5
2026-05-02,Cruzeiro,Atlético-MG,1,3,0,2,7,6,2,4,14,16,5,1,1,5,3,1,64,36,84,77,18,13,2,6
2026-05-02,Botafogo RJ,Remo,1,2,1,0,16,18,5,9,14,10,9,6,2,2,0,0,58,42,,,,,,
2026-05-02,Vitoria,Coritiba,4,1,2,1,11,5,7,1,13,11,2,4,3,1,0,1,61,39,,,,,,
2026-05-02,Athletico-PR,Gremio,0,0,0,0,11,8,5,0,11,13,7,3,3,2,1,1,45,55,,,,,,
2026-05-03,Flamengo,Vasco,2,2,1,0,9,12,6,4,15,11,0,0,3,3,0,0,0,0,89,86,11,9,6,6
2026-05-03,São Paulo,Bahia,2,2,1,0,14,14,9,7,12,10,14,10,4,3,1,0,43,57,81,88,14,17,10,8
2026-05-03,Internacional,Fluminense,2,0,1,0,14,7,9,5,24,18,3,3,4,3,0,0,38,62,79,89,16,11,5,8
2026-05-03,Chapecoense,Bragantino,1,2,1,1,10,6,3,2,9,10,4,2,1,1,1,0,49,51,81,78,7,6,1,7
2026-05-03,Mirassol,Corinthians,2,1,2,0,6,6,5,3,19,11,1,3,5,2,0,0,44,56,78,87,13,6,4,4
2026-05-03,Cruzeiro,Atletico-MG,1,3,0,2,14,6,2,4,15,17,5,1,3,6,2,1,69,31,,,,,,
2026-05-03,Flamengo RJ,Vasco,2,2,1,0,12,20,5,6,15,12,5,6,3,3,0,0,48,52,,,,,,
2026-05-03,Sao Paulo,Bahia,2,2,1,0,18,19,8,8,12,12,14,10,4,3,0,0,38,62,,,,,,
2026-05-03,Chapecoense-SC,Bragantino,1,2,1,1,19,7,3,2,8,10,5,2,2,2,0,0,55,45,,,,,,
2026-05-09,Coritiba,Internacional,2,2,1,0,6,14,3,2,11,10,3,8,2,3,0,0,43,57,77,80,10,10,6,3
2026-05-09,Fluminense,Vitória,2,2,1,0,11,7,5,3,13,7,0,0,2,2,0,0,0,0,90,84,12,16,2,4
2026-05-09,Bahia,Cruzeiro,1,2,1,1,6,18,3,8,14,14,0,0,3,3,0,0,0,0,80,87,21,20,8,4
2026-05-09,Fluminense,Vitoria,2,2,1,0,12,10,5,3,15,7,6,3,4,2,0,0,58,42,,,,,,
2026-05-10,Atlético-MG,Botafogo,1,1,1,0,12,12,6,5,8,9,6,5,0,2,0,0,45,55,76,80,11,5,6,8
2026-05-10,Remo,Palmeiras,1,1,1,1,10,17,4,7,6,6,5,16,1,2,1,0,36,64,62,82,11,4,9,5
2026-05-10,Santos,Bragantino,2,0,1,0,8,8,3,4,12,17,7,3,1,4,0,0,48,52,81,79,17,13,3,2
2026-05-10,Corinthians,São Paulo,3,2,1,1,14,4,6,3,12,12,7,7,4,4,0,0,51,49,82,81,18,20,3,6
2026-05-10,Mirassol,Chapecoense,1,1,0,0,17,8,4,4,10,19,8,1,1,5,0,0,59,41,83,77,10,8,5,9
2026-05-10,Grêmio,Flamengo,0,1,0,0,5,10,3,4,10,9,0,0,1,3,0,0,0,0,80,87,11,12,5,4
2026-05-10,Vasco,Athletico-PR,1,0,1,0,11,5,6,3,6,10,4,2,4,1,0,0,55,45,88,82,17,11,5,7
2026-05-10,Bahia,Cruzeiro,1,2,1,1,8,20,3,7,14,16,6,8,3,4,0,0,46,54,,,,,,
2026-05-10,Atletico-MG,Botafogo RJ,1,1,1,0,17,18,7,5,9,12,6,4,0,2,0,0,43,57,,,,,,
2026-05-10,Corinthians,Sao Paulo,3,2,1,1,15,7,6,4,12,13,7,7,4,4,0,0,49,51,,,,,,
2026-05-10,Mirassol,Chapecoense-SC,1,1,0,0,23,11,4,4,10,20,8,1,1,5,0,0,59,41,,,,,,
2026-05-10,Gremio,Flamengo RJ,0,1,0,0,6,20,3,5,10,10,1,6,1,3,0,0,32,68,,,,,,
2026-05-16,Atlético-MG,Mirassol,3,1,1,1,12,4,6,2,6,13,0,0,0,1,0,0,0,0,82,82,19,11,2,6
2026-05-16,Internacional,Vasco,4,1,2,0,11,10,7,3,16,11,3,4,2,2,0,1,41,59,81,87,21,11,4,2
2026-05-16,Fluminense,São Paulo,2,1,2,0,9,10,3,6,12,8,3,4,2,4,0,0,51,49,84,85,8,13,7,1
2026-05-16,Palmeiras,Cruzeiro,1,1,1,1,11,9,2,4,19,14,0,0,2,5,0,0,0,0,86,84,20,17,5,4
2026-05-16,Atletico-MG,Mirassol,3,1,1,1,14,7,5,3,6,14,5,6,0,1,0,0,49,51,,,,,,
2026-05-16,Fluminense,Sao Paulo,2,1,2,0,10,14,3,7,13,10,3,5,2,5,0,0,50,50,,,,,,
2026-05-17,Santos,Coritiba,0,3,0,3,6,6,1,5,8,14,3,2,4,2,1,0,60,40,85,78,15,9,2,3
2026-05-17,Botafogo,Corinthians,3,1,2,1,8,11,4,1,21,8,3,2,6,1,0,0,41,59,68,86,11,11,5,2
2026-05-17,Bahia,Grêmio,1,1,0,0,12,3,6,1,17,14,0,0,5,5,0,0,0,0,86,82,13,14,0,5
2026-05-17,Bragantino,Vitória,2,0,1,0,11,6,4,2,21,9,6,6,4,3,0,0,52,48,77,75,10,13,5,12
2026-05-17,Chapecoense,Remo,2,3,1,1,13,8,7,4,10,5,2,9,2,1,0,0,50,50,84,76,9,7,4,6
2026-05-17,Athletico-PR,Flamengo,1,1,1,0,12,8,4,2,9,12,0,0,3,1,0,1,0,0,79,87,8,13,5,7
2026-05-17,Palmeiras,Cruzeiro,1,1,1,1,16,11,2,4,19,14,6,5,2,5,0,0,47,53,,,,,,
2026-05-17,Bahia,Gremio,1,1,0,0,17,3,6,1,18,14,7,3,4,5,0,0,59,41,,,,,,
2026-05-17,Botafogo RJ,Corinthians,3,1,2,1,13,19,5,1,22,8,3,2,6,1,0,0,35,65,,,,,,
2026-05-17,Chapecoense-SC,Remo,2,3,1,1,18,11,8,4,10,6,3,9,2,1,0,0,52,48,,,,,,
2026-05-17,Bragantino,Vitoria,2,0,1,0,23,8,5,2,21,11,7,6,4,3,0,0,49,51,,,,,,
2026-05-17,Athletico-PR,Flamengo RJ,1,1,1,0,18,12,5,3,9,12,9,7,3,2,0,1,36,64,,,,,,
2026-05-23,São Paulo,Botafogo,1,1,1,0,9,12,3,6,20,19,4,3,3,4,0,0,53,47,82,78,13,14,5,6
2026-05-23,Vitória,Internacional,2,0,1,0,5,13,3,2,14,17,4,6,2,3,0,0,47,53,75,77,5,13,9,3
2026-05-23,Mirassol,Fluminense,1,0,1,0,11,7,8,1,12,12,4,5,2,2,0,0,37,63,80,88,16,17,3,6
2026-05-23,Grêmio,Santos,3,2,1,1,10,7,5,4,12,12,7,4,2,3,0,0,49,51,86,85,14,14,6,3
2026-05-23,Flamengo,Palmeiras,0,3,0,1,16,10,4,6,9,19,7,4,4,6,1,0,48,52,84,90,15,19,6,10
2026-05-23,Sao Paulo,Botafogo RJ,1,1,1,0,14,14,4,6,20,19,4,3,4,4,0,0,54,46,,,,,,
2026-05-23,Vitoria,Internacional,2,0,1,0,7,20,3,2,15,18,4,6,2,2,0,1,44,56,,,,,,
2026-05-23,Gremio,Santos,3,2,1,1,14,13,5,3,12,13,8,5,1,2,0,1,50,50,,,,,,
2026-05-24,Cruzeiro,Chapecoense,2,1,1,0,15,8,7,4,11,12,8,2,1,1,0,0,62,38,85,75,14,11,1,8
2026-05-24,Remo,Athletico-PR,1,2,1,1,3,15,2,12,8,13,3,10,1,2,1,0,45,55,80,84,14,16,7,1
2026-05-24,Corinthians,Atlético-MG,1,0,0,0,9,4,4,1,14,14,3,0,1,2,0,0,52,48,86,84,14,9,3,5
2026-05-24,Vasco,Bragantino,0,3,0,1,9,14,6,9,12,13,6,5,1,3,0,0,53,47,79,72,12,14,11,8
2026-05-24,Flamengo RJ,Palmeiras,0,3,0,1,22,12,3,6,9,19,8,4,6,6,1,0,48,52,,,,,,
2026-05-24,Cruzeiro,Chapecoense-SC,2,1,1,0,18,8,7,4,13,15,9,2,1,3,0,0,66,34,,,,,,
2026-05-24,Corinthians,Atletico-MG,1,0,0,0,10,11,4,1,15,14,3,0,1,2,0,0,58,42,,,,,,
2026-05-25,Coritiba,Bahia,3,2,0,1,8,9,6,2,11,17,3,6,0,3,0,0,50,50,81,82,11,9,3,7
2026-05-30,Flamengo,Coritiba,3,0,1,0,16,7,8,2,8,2,6,4,3,0,0,1,61,39,90,82,12,6,3,7
2026-05-30,Athletico-PR,Mirassol,1,0,0,0,8,9,2,3,10,9,6,4,2,3,0,0,47,53,85,84,22,15,3,7
2026-05-30,Grêmio,Corinthians,1,3,1,1,6,19,3,9,23,20,3,6,3,2,1,0,42,58,81,87,12,11,11,5
2026-05-30,Bahia,Botafogo,2,1,0,1,17,10,9,5,13,16,9,4,3,5,0,1,60,40,83,69,11,14,5,11
2026-05-30,Santos,Vitória,3,1,1,0,4,18,4,8,17,8,1,5,3,4,1,0,44,56,74,81,21,22,7,0
2026-05-30,Flamengo RJ,Coritiba,3,0,1,0,21,10,9,2,10,2,6,4,3,0,0,1,62,38,,,,,,
2026-05-30,Bahia,Botafogo RJ,2,1,0,1,24,13,9,6,14,16,10,4,4,5,0,1,69,31,,,,,,
2026-05-30,Gremio,Corinthians,1,3,1,1,10,24,3,9,23,20,4,8,3,2,1,0,41,59,,,,,,
2026-05-30,Santos,Vitoria,3,1,1,0,5,22,4,9,17,8,1,5,3,4,1,0,44,56,,,,,,
2026-05-31,Bragantino,Internacional,3,1,2,0,15,5,7,2,17,16,6,1,2,5,0,0,56,44,79,74,10,7,3,6
2026-05-31,Vasco,Atlético-MG,0,1,0,1,15,7,7,5,20,15,3,4,1,0,0,0,53,47,84,78,17,18,5,8
2026-05-31,Palmeiras,Chapecoense,1,0,0,0,9,7,4,3,8,10,3,2,2,1,1,0,47,53,87,88,9,17,9,5
2026-05-31,Cruzeiro,Fluminense,1,1,0,1,13,6,3,3,11,14,5,3,2,2,0,0,56,44,88,85,22,19,4,5
2026-05-31,Remo,São Paulo,1,0,0,0,5,9,2,4,7,14,6,8,1,2,0,0,40,60,80,86,23,9,2,4
2026-05-31,Palmeiras,Chapecoense-SC,1,0,0,0,13,15,4,3,9,9,3,2,2,1,1,0,48,52,,,,,,
2026-05-31,Vasco,Atletico-MG,0,1,0,1,26,10,8,4,20,17,3,4,1,1,0,0,60,40,,,,,,
2026-05-31,Remo,Sao Paulo,1,0,0,0,9,9,2,4,7,14,6,8,1,2,0,0,39,61,,,,,,
2026-07-16,Botafogo,Santos,2,1,1,0,10,13,6,8,8,13,5,6,4,2,0,0,51,49,78,84,18,18,12,6
2026-07-16,Vitória,Vasco,1,0,0,0,9,7,5,3,9,14,2,2,0,0,0,0,51,49,78,84,23,8,7,7
2026-07-16,Botafogo RJ,Santos,2,1,1,0,17,22,6,9,10,13,5,5,4,2,0,0,48,52,,,,,,
2026-07-16,Vitoria,Vasco,1,0,0,0,14,13,5,3,12,15,3,2,0,0,0,0,49,51,,,,,,
2026-07-17,Bahia,Chapecoense,2,0,2,0,14,9,6,2,16,16,10,6,2,0,0,0,60,40,88,82,10,11,5,7
2026-07-17,Fluminense,Bragantino,1,1,0,1,11,4,2,2,5,9,11,4,2,4,1,2,56,44,,,,,,
2026-07-17,Mirassol,Grêmio,2,1,2,0,12,7,3,4,13,8,5,4,1,3,0,0,49,51,,,,,,
2026-07-17,Bahia,Chapecoense-SC,2,0,2,0,17,10,6,2,17,17,10,6,2,0,0,0,65,35,,,,,,
2026-07-17,Mirassol,Gremio,2,1,2,0,14,9,3,4,14,9,5,4,1,3,0,0,44,56,,,,,,
2026-07-21,Atlético-MG,Bahia,1,1,1,0,14,21,4,4,4,12,6,4,0,2,0,0,52,48,81,88,7,15,6,8
2026-07-21,Atletico-MG,Bahia,1,1,1,0,16,21,4,4,4,12,6,4,0,2,0,0,50,50,,,,,,
2026-07-22,Coritiba,Palmeiras,1,3,0,2,17,13,6,6,10,16,8,4,1,3,0,0,50,50,82,88,14,17,6,5
2026-07-22,São Paulo,Athletico-PR,1,2,1,0,9,6,3,4,7,14,7,3,0,1,0,0,66,34,90,84,15,17,3,8
2026-07-22,Internacional,Cruzeiro,1,2,0,1,19,12,4,5,18,14,4,7,1,5,1,0,46,54,76,81,12,27,4,8
2026-07-22,Chapecoense,Flamengo,0,4,0,2,13,10,3,6,9,8,5,3,1,0,0,0,40,60,84,90,21,19,1,1
2026-07-23,Chapecoense-SC,Flamengo RJ,0,4,1,1,13,10,3,6,9,8,5,3,1,0,0,0,37,63,,,,,,
2026-07-23,Internacional,Cruzeiro,1,2,0,1,21,13,3,6,18,14,5,7,1,6,1,0,47,53,,,,,,
2026-07-23,Sao Paulo,Athletico-PR,1,2,1,0,18,11,3,3,7,15,7,3,0,2,0,0,70,30,,,,,,
2026-07-23,Botafogo RJ,Vitoria,0,0,0,0,19,5,6,1,16,14,9,3,1,1,0,0,57,43,,,,,,
2026-07-23,Corinthians,Remo,3,0,3,0,15,3,7,0,13,9,3,4,1,1,0,0,56,44,,,,,,
2026-07-25,Athletico-PR,Internacional,2,0,1,0,14,13,4,3,13,8,3,7,0,0,0,0,46,54,,,,,,
2026-07-25,Santos,Chapecoense-SC,2,2,1,0,21,5,7,3,11,13,12,1,3,4,0,0,64,36,,,,,,
2026-07-25,Vasco,Mirassol,1,1,0,1,20,10,4,3,12,7,9,5,1,1,0,0,58,42,,,,,,
2026-07-29,Atletico-MG,Bragantino,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,
2026-07-29,Botafogo RJ,Gremio,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,
2026-07-29,Chapecoense-SC,Vasco,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,
2026-07-29,Sao Paulo,Santos,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,
